OBJECTID,WUDS_ID,NAME,CNTY_CODE,CNTY_NAME,OWNERSHIP,GW_SOURCE,SW_SOURCE,INTCONNECT,LAST_DATE,PWS_ID,SHAPEAREA,SHAPELEN
15310,18969,BELLEFONTE BORO AUTH,14,Centre,Authority,Y,N,N,2003/01/01 00:00:00+00,4140075,26774494.7328373,33082.4030856279
15311,18856,SPROUL WATER ASSN,07,Blair,Association,Y,N,N,2006/02/28 00:00:00+00,4070047,159398.27348004,1556.66078005691
15312,19831,NOTTINGHAM MANOR MHP,15,Chester,Mobile Home Park,Y,N,N,2019/03/19 00:00:00+00,1150177,715253.621116445,3308.50437634624
15313,19574,LAWRENCEVILLE BORO WATER,59,Tioga,Authority,Y,N,N,2006/02/28 00:00:00+00,2590050,1826769.13088488,6523.83507875934
15314,18378,FORT INDIANTOWN GAP,38,Lebanon,Institutional Military,N,N,Y,2016/02/26 00:00:00+00,7380044,19176775.9590768,32781.6815824034
15315,20008,AQUA PA GOLDEN OAKS DEV,13,Carbon,Private Investor Owned,Y,N,N,2015/02/13 00:00:00+00,3130054,547395.1505967,2998.67857307797
15316,18522,LOG ROAD VILLAGE,35,Lackawanna,Private Investor Owned,Y,N,N,2017/03/07 00:00:00+00,2350065,130245.843481625,1868.23748016719
15317,18971,ROCKVIEW STATE CORR INST,14,Centre,Institutional Correctional,Y,Y,Y,2003/01/01 00:00:00+00,4140098,366768.382331325,2520.68409796373
15318,18974,CENTRE HALL BORO WATERWORKS,14,Centre,Municipal,Y,N,N,2003/01/01 00:00:00+00,4140077,7505026.20678487,25336.0401940896
15319,18976,COLLEGE TWP WATER AUTH,14,Centre,Authority,Y,N,Y,2024/02/23 00:00:00+00,4140082,24611338.2875711,49395.1349429494
15320,19070,PA AMER WATER CO BERWICK DIST,19,Columbia,Private Investor Owned,Y,Y,N,2024/03/05 00:00:00+00,4190013,26226578.6695731,47949.9828055194
15321,18981,GREGG TWP WATER AUTH,14,Centre,Authority,Y,N,N,2015/03/30 00:00:00+00,4140107,1212310.72162026,8987.9291416748
15322,18993,MILLHEIM BORO WATER CO,14,Centre,Municipal,N,Y,N,2019/01/14 00:00:00+00,4140084,5975807.57699819,12777.69309529
15323,18995,PENN TWP WATER DIST,14,Centre,Municipal,Y,N,N,2003/01/01 00:00:00+00,4140078,2814089.50174911,9890.71481300217
15324,19002,SPRING TWP WATER AUTH,14,Centre,Authority,Y,N,N,2003/01/01 00:00:00+00,4140118,12190246.0428891,26572.8168847764
15325,20066,RIDGE CREST COMM,14,Centre,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,4140124,164583.036407925,2093.98436074768
15326,19032,HAWTHORN REDBANK REDBANK MUNI AUTH,16,Clarion,Authority,N,Y,Y,2003/01/01 00:00:00+00,6160026,3310773.35821964,17704.0952627214
15327,19033,KNOX MUNI WATER WORKS,16,Clarion,Municipal,Y,N,N,2003/01/01 00:00:00+00,6160005,4084699.13941514,11712.9858383886
15328,19037,RIMERSBURG BORO MUNI AUTH,16,Clarion,Authority,N,N,Y,2022/03/29 00:00:00+00,6160012,8925906.17603027,56694.5638153963
15329,20508,LUCINDA WATER CO,16,Clarion,Private Investor Owned,Y,N,N,2016/03/03 00:00:00+00,6160039,7078774.99276722,11555.8644093306
15330,18373,BOONEVILLE MUTUAL WATER CO INC,18,Clinton,Association,Y,N,N,2021/02/17 00:00:00+00,4180066,403227.715792825,2754.61437024092
15331,18438,CHAPMAN TWP WATER AUTH,18,Clinton,Authority,N,N,Y,2003/01/01 00:00:00+00,4180060,1008089.2152906,4992.61323807238
15332,19059,LOCK HAVEN CITY AUTH MCELHATTA,18,Clinton,Authority,N,Y,Y,2024/02/19 00:00:00+00,4180048,45599213.133958,67776.0291661726
15333,19069,SOUTH RENOVO WATER SYS,18,Clinton,Municipal,Y,Y,Y,2003/01/01 00:00:00+00,4180059,2258773.78673243,15138.8941748714
15334,49424,EAGLE RIDGE PERSONAL CARE HOME,18,Clinton,Institutional Health,Y,N,N,2003/01/01 00:00:00+00,4180071,125280.746713935,1879.05218946102
15335,19055,IRVONA MUNI AUTH,17,Clearfield,Authority,Y,Y,Y,2003/01/01 00:00:00+00,6170025,8675941.24773693,18383.6626698326
15336,52612,AQUA PA LINKS SYS,01,Adams,Private Investor Owned,Y,N,N,2006/03/14 00:00:00+00,7010057,2779215.06520416,6993.45294468644
15337,18166,AQUA PA FIELDCREST,40,Luzerne,Private Investor Owned,Y,N,N,2015/02/12 00:00:00+00,2400012,545586.47878048,3211.78901628057
15338,19056,UNION TWP MUNI AUTH,17,Clearfield,Authority,N,N,Y,2003/01/01 00:00:00+00,6170034,148013033.756266,56639.2250618894
15339,19048,COOPER TWP MUNI AUTH,17,Clearfield,Authority,Y,Y,N,2003/01/01 00:00:00+00,6170041,78684011.6261735,79618.4546992835
15340,19697,BCI MUNI AUTH,17,Clearfield,Authority,Y,Y,Y,2018/03/12 00:00:00+00,6170052,22964914.4898843,80437.1319259807
15341,19044,PIKE TWP MUNI AUTH,17,Clearfield,Authority,Y,Y,N,2003/01/01 00:00:00+00,6170013,67021661.9652584,103644.137831505
15342,18970,PA AMER WATER CO PHILIPSBURG MOSHANNON DIST,14,Centre,Private Investor Owned,Y,Y,N,2024/03/05 00:00:00+00,4140087,218063204.059043,678955.650447996
15343,18483,BRADY TWP WATER ASSN,17,Clearfield,Association,Y,N,N,2003/01/01 00:00:00+00,6170036,131431818.760663,263023.002439529
15344,19098,CAMP HILL STATE CORR INST,21,Cumberland,Institutional Correctional,N,Y,Y,2003/01/01 00:00:00+00,7210046,4504765.88892634,12368.6933845487
15345,18434,ROLLING HILLS ESTATES,21,Cumberland,Mobile Home Park,Y,N,N,2023/02/27 00:00:00+00,7210013,182811.68824024,1909.25806907568
15346,19100,MT HOLLY SPRINGS BORO AUTH,21,Cumberland,Authority,Y,Y,Y,2003/01/01 00:00:00+00,7210037,7425582.70635164,27958.8845099271
15347,20281,HARMONY ESTATES MHP,21,Cumberland,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7210003,31317.44968545,700.364906598922
15348,20286,BLUE MOUNTAIN HEIGHTS MHP,21,Cumberland,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7210056,240019.83532815,2354.13467276042
15349,20288,MOUNTAIN VIEW TERRACE MHP,21,Cumberland,Mobile Home Park,Y,N,N,2023/02/27 00:00:00+00,7210059,173208.767282455,1799.76956604497
15350,20290,CONODOGUINET MOBILE ESTATES,21,Cumberland,Mobile Home Park,Y,N,N,2023/02/27 00:00:00+00,7210061,192605.26111367,1899.35007588633
15351,20433,COUNTRY VIEW ESTATES MHP,21,Cumberland,Mobile Home Park,Y,N,N,2023/02/27 00:00:00+00,7210065,249464.513881995,2359.51389524933
15352,20513,SOUTHAMPTON MANOR MHP,21,Cumberland,Mobile Home Park,Y,N,N,2015/03/23 00:00:00+00,7210066,90631.16995264,1214.22079536103
15353,19096,VEOLIA WATER PA MECHANICSBURG,21,Cumberland,Private Investor Owned,Y,Y,Y,2020/01/14 00:00:00+00,7210028,102890801.926438,60167.307708654
15354,19188,BROAD TOP CITY WATER AUTH,31,Huntingdon,Authority,Y,N,N,2018/03/01 00:00:00+00,4310023,1785562.92512552,5373.79139759714
15355,20424,SOUTHPOINT HOMEOWNERS ASSN,23,Delaware,Association,Y,N,N,2003/01/01 00:00:00+00,1230026,52885.57484677,1075.35538124175
15356,18255,COUNTRY GARDENS TRAILER COURT,25,Erie,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6250055,270054.947318045,2071.51832377556
15357,18440,WOODHAVEN MHP,25,Erie,Mobile Home Park,N,Y,N,2003/01/01 00:00:00+00,6250084,411851.442802005,3165.27881380123
15358,65881,CAMP HEBRON CWS,22,Dauphin,Institutional Recreational,Y,N,N,2022/03/17 00:00:00+00,7220020,352357.808442775,3050.71789445568
15359,19133,ALBION BORO WATER SYS,25,Erie,Municipal,Y,N,N,2003/01/01 00:00:00+00,6250007,6627843.70881467,13526.0203065549
15360,19134,EDINBORO WATER AUTH,25,Erie,Authority,Y,N,N,2023/03/21 00:00:00+00,6250022,11684348.5061673,22325.0029462538
15361,19136,PALMER SHORE WATER,25,Erie,Private Investor Owned,Y,N,N,2003/01/01 00:00:00+00,6250035,1668477.50628219,5668.1141952667
15362,19138,LAKE CITY BORO WATER DEPT,25,Erie,Municipal,Y,N,N,2003/01/01 00:00:00+00,6250056,7441445.42556984,17247.5160808517
15363,19141,WATERFORD MUNI WATER AUTH,25,Erie,Authority,Y,N,N,2003/01/01 00:00:00+00,6250065,3432263.80284888,16720.2847733053
15364,19124,VEOLIA WATER PA BETHEL,23,Delaware,Private Investor Owned,N,N,Y,2015/03/26 00:00:00+00,1230012,19977632.930468,28046.9484762136
15365,19689,UNION CITY MUNI AUTH,25,Erie,Authority,N,Y,N,2003/01/01 00:00:00+00,6250064,7260142.09396528,19621.1170918192
15366,20212,LOVETTS MHP,25,Erie,Mobile Home Park,Y,N,N,2016/01/27 00:00:00+00,6250017,343558.1940556,2429.80850408453
15367,20213,EDINBORO MHP SOUTH,25,Erie,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6250018,49184.984525115,935.351168013945
15368,20216,SUNNY ACRES MHP,25,Erie,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6250023,33442.776595825,830.910375715771
15369,20218,CROSS STATION MOBILE HOME COMM,25,Erie,Mobile Home Park,Y,N,N,2018/03/11 00:00:00+00,6250044,72912.788857555,1442.63716001228
15370,20219,PEACEFUL ACRES MHP,25,Erie,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6250053,113974.056486545,1362.95892025982
15371,37639,DAVIS ESTATES,25,Erie,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6250804,41981.56781848,1163.49309880368
15372,20221,SUNNYDALE SUBDIVISION,25,Erie,Association,Y,N,N,2003/01/01 00:00:00+00,6250074,308269.595650105,2231.31100207851
15373,19165,DRY RUN WATER SYS,28,Franklin,Association,Y,N,N,2003/01/01 00:00:00+00,7280033,808221.75844823,6799.00900628559
15374,19167,FRANKLIN CNTY GEN AUTH,28,Franklin,Authority,N,Y,N,2016/01/18 00:00:00+00,7280045,100474859.663237,43455.5104496836
15375,19168,MONT ALTO MUNI AUTH,28,Franklin,Municipal,Y,N,N,2019/01/24 00:00:00+00,7280040,2966036.14827739,15688.7739631839
15376,19624,HAMLIN WATER COMPANY,64,Wayne,Private Investor Owned,Y,N,N,2017/03/07 00:00:00+00,2640044,4324826.11815264,12138.5111685039
15377,19691,MERCERSBURG BORO AUTH,28,Franklin,Authority,Y,Y,N,2015/03/30 00:00:00+00,7280021,6581994.8865024,25699.0197789379
15378,20301,GREEN GROVE TRAILER COURT,28,Franklin,Mobile Home Park,Y,N,N,2023/02/07 00:00:00+00,7280010,42036.50080284,852.905895539288
15379,20303,SHANGRI LA MHP,28,Franklin,Mobile Home Park,Y,N,N,2023/01/26 00:00:00+00,7280017,56158.02803381,980.8330568665
15380,20304,WADEL MHP,28,Franklin,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7280027,97312.262047695,1349.20609906078
15381,20305,T & J VALLEY VIEW MHP,28,Franklin,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7280047,57995.08544718,969.074803740447
15382,20308,INDIAN LAKE CAMP CORP,28,Franklin,Association,Y,N,N,2003/01/01 00:00:00+00,7280055,287815.496485025,2116.61738498364
15383,20306,MT ROCK MANOR MHP,28,Franklin,Mobile Home Park,Y,N,N,2018/01/11 00:00:00+00,7280053,260752.153635525,3435.45125530017
15384,20436,SILVER SPRING WATER ASSN,28,Franklin,Association,Y,N,N,2017/03/01 00:00:00+00,7280061,335692.76012489,5385.43010681741
15385,20469,ANTRIM TWP MUNI AUTH WATER SYS,28,Franklin,Authority,Y,N,N,2003/01/01 00:00:00+00,7280063,1197620.68070903,6792.56660129467
15386,20514,MICHAUX MANOR LIVING CENTER,28,Franklin,Institutional Health,Y,N,N,2003/01/01 00:00:00+00,7280062,2673.71749106,214.580611926973
15387,18561,ICMSA LUCERNE SYSTEM,32,Indiana,Authority,N,N,Y,2003/01/01 00:00:00+00,5320046,1677885.82168033,9877.21053655414
15388,19206,ICMSA ROSSITER SYSTEM,32,Indiana,Authority,N,Y,N,2003/01/01 00:00:00+00,5320034,1214764.66799325,6082.76563643797
15389,19207,ICMSA COY SYSTEM,32,Indiana,Authority,N,N,Y,2003/01/01 00:00:00+00,5320048,16872917.6461179,32117.4282702568
15390,19209,CLYMER BORO MUNI AUTH,32,Indiana,Authority,Y,N,Y,2010/04/05 00:00:00+00,5320009,3000565.55532447,21674.2302593424
15391,19212,GLEN CAMPBELL MUNI WATERWORKS,32,Indiana,Municipal,Y,N,N,2003/01/01 00:00:00+00,5320016,1211230.6561978,7720.81085080401
15392,19216,ICMSA PINE TWP SYSTEM,32,Indiana,Authority,Y,N,N,2003/01/01 00:00:00+00,5320042,3544943.82230295,23450.4866376842
15393,19232,MCALISTERVILLE AREA JT AUTH,34,Juniata,Authority,Y,N,N,2019/03/19 00:00:00+00,4340002,3719295.4972898,9865.85073269908
15394,19235,PORT ROYAL MUNI AUTH,34,Juniata,Authority,Y,N,N,2003/01/01 00:00:00+00,4340010,4023250.82271599,14981.92119019
15395,20079,BENNERS MHP,34,Juniata,Mobile Home Park,Y,N,Y,2003/01/01 00:00:00+00,4340006,27976.27779569,681.608672279603
15396,20080,LOCUST GROVE RETIREMENT VILLAG,34,Juniata,Institutional Health,Y,N,N,2003/01/01 00:00:00+00,4340016,72233.25916721,1076.42339648201
15397,19758,ICMSA ARCADIA SYSTEM,32,Indiana,Authority,N,Y,N,2003/01/01 00:00:00+00,5320041,497859.121940315,3077.37324678681
15398,20088,OLYMPIC VILLAGE,41,Lycoming,Mobile Home Park,Y,N,N,,4410020,31486.019795585,963.830479684159
15399,20090,HARVEST MOON MHP,41,Lycoming,Mobile Home Park,Y,N,N,,4410030,205795.10104285,2134.79200915048
15400,69991,LEACOCK TWP MUNI AUTH,36,Lancaster,Authority,Y,N,N,2020/03/24 00:00:00+00,7360084,4003112.93170933,24375.9071485409
15401,19172,BEAR VALLEY PA JT AUTH,28,Franklin,Authority,Y,Y,Y,2015/03/19 00:00:00+00,7280043,109924567.117703,186620.289983766
15402,18221,ACORN WATER CO LLC,36,Lancaster,Private Investor Owned,Y,N,N,2017/03/28 00:00:00+00,7360020,82218.313361475,1752.95798130734
15403,18331,FAIRMOUNT HOME,36,Lancaster,Institutional Health,Y,N,N,2017/02/20 00:00:00+00,7360039,391763.95665411,3658.76012349148
15404,18336,PENN VALLEY MOBILE VILLAGE,36,Lancaster,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7360069,109495.278588945,1344.35926781223
15405,19253,LITITZ BORO WATERWORKS,36,Lancaster,Municipal,Y,N,N,2021/03/26 00:00:00+00,7360126,10086944.0664094,21613.9104389744
15406,19260,AKRON BORO WATER,36,Lancaster,Municipal,Y,N,Y,2018/05/17 00:00:00+00,7360128,5733983.8477116,15588.0192467849
15407,19240,AQUA PA THORNHURST CC EST,35,Lackawanna,Private Investor Owned,Y,N,N,2016/03/11 00:00:00+00,2350053,3355681.6571567,9433.70585369338
15408,19267,BLUE BALL WATER AUTH,36,Lancaster,Authority,Y,N,N,2003/01/01 00:00:00+00,7360005,1836965.622403,11592.1331755413
15409,19269,EAST PETERSBURG BORO,36,Lancaster,Municipal,Y,N,Y,2022/01/14 00:00:00+00,7360135,5302557.15677441,14856.1566181024
15410,19272,PEQUEA WATER COOP ASSN,36,Lancaster,Association,Y,N,N,2003/01/01 00:00:00+00,7360138,160401.896773165,3383.83779895901
15411,19276,STRASBURG WATER SYS,36,Lancaster,Authority,Y,N,N,2016/03/28 00:00:00+00,7360118,4185540.20179894,12376.1167929159
15412,20316,CONESTOGA HILLS MHP,36,Lancaster,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7360015,91335.35467384,1267.66642976638
15413,20325,STONEYHILL MHP,36,Lancaster,Mobile Home Park,Y,N,N,2015/03/12 00:00:00+00,7360050,301881.679702545,2560.97454749421
15414,20329,HERRS MHP,36,Lancaster,Mobile Home Park,Y,N,N,2024/03/07 00:00:00+00,7360064,47565.261638985,887.603346761506
15415,20339,GROFFDALE MHP,36,Lancaster,Mobile Home Park,Y,N,N,2024/03/07 00:00:00+00,7360098,57509.732158975,1290.31972278019
15416,20333,IRVIN MANHEIM MHP,36,Lancaster,Mobile Home Park,Y,N,N,2016/02/13 00:00:00+00,7360074,52152.091524495,1218.11328772209
15417,20347,LOCUST WOOD MHP,36,Lancaster,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7360114,45502.63086767,882.312751311981
15418,20437,TRIPLE J MHP,36,Lancaster,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7360055,101597.531366515,1376.7026722557
15419,20533,WELSH MOUNTAIN HOME,36,Lancaster,Institutional Health,Y,N,N,2024/03/07 00:00:00+00,7360047,87149.346778015,1287.5721924881
15420,37647,TIMBER VILLA,36,Lancaster,Institutional Health,Y,N,N,2003/01/01 00:00:00+00,7360051,218569.61243085,1669.86910188112
15421,19277,TERRE HILL BORO,36,Lancaster,Municipal,Y,N,N,2003/01/01 00:00:00+00,7360119,2024868.69281825,6745.14875992942
15422,18241,HERITAGE HILLS MHP,37,Lawrence,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6370041,204620.38016712,1869.83359233652
15423,18556,CEDAR ACRES MHP,37,Lawrence,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6370910,145128.59203595,1806.09156861295
15424,19287,NEW WILMINGTON MUNI AUTH,37,Lawrence,Authority,N,N,Y,2015/02/09 00:00:00+00,6370035,5628882.39845995,11355.4989788399
15425,19290,WAMPUM BORO WATER CO,37,Lawrence,Municipal,Y,N,N,2015/03/23 00:00:00+00,6370032,6083053.70977523,11849.3909697511
15426,20228,HYLAND MHP LAWRENCE CNTY,37,Lawrence,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6370015,23640.032338035,624.583556123635
15427,67813,ICMSA PLUMVILLE SYSTEM,32,Indiana,Authority,Y,N,N,2022/11/21 00:00:00+00,5320026,27685750.5497804,75774.7406120733
15428,18653,TRANQUILITY FALLS,52,Pike,Association,Y,N,N,2003/01/01 00:00:00+00,2520040,838928.014020435,4064.62092122631
15429,19479,HEMLOCK FARMS COMM ASSN MAIN,52,Pike,Association,Y,N,N,2003/01/01 00:00:00+00,2520033,34280338.0765889,26081.342866554
15430,19185,MT UNION MUNI AUTH,31,Huntingdon,Authority,Y,Y,N,2006/02/23 00:00:00+00,4310016,6863736.69641753,14085.3990962431
15431,19485,MILFORD BORO MUNI AUTH,52,Pike,Authority,Y,N,N,2024/01/25 00:00:00+00,2520046,4214194.26560472,20839.2253073464
15432,19486,AQUA PA TAFTON WILSON HILLS,52,Pike,Private Investor Owned,Y,N,N,2016/03/11 00:00:00+00,2520061,740848.79494953,3698.67244739628
15433,19740,TWIN LAKES WATER CO,52,Pike,Private Investor Owned,Y,N,N,2016/02/15 00:00:00+00,2520051,1501123.35365387,5525.45208495263
15434,19742,AQUA PA FAWN LAKE,52,Pike,Private Investor Owned,Y,N,Y,2016/03/11 00:00:00+00,2520037,42854898.9553667,42562.097633598
15435,19779,AQUA PA TANGLEWOOD NORTH,52,Pike,Private Investor Owned,Y,N,N,2016/03/21 00:00:00+00,2520066,9908939.64990281,14481.1085302949
15436,19928,LAUREL WOODS MHP,52,Pike,Mobile Home Park,Y,N,N,2024/02/20 00:00:00+00,2520031,108732.923820215,1892.64317730143
15437,19929,HITCHING POST ASSN,52,Pike,Mobile Home Park,Y,N,N,2024/02/20 00:00:00+00,2520048,90201.901721125,1215.27751567387
15438,19931,MILFORD SENIOR CARE,52,Pike,Institutional Health,Y,N,N,2003/01/01 00:00:00+00,2520052,3508.551934255,253.670312681912
15439,19932,POCONO RANCH LANDS SECTION 4,52,Pike,Association,Y,N,N,2003/01/01 00:00:00+00,2520054,1804074.98591242,7148.22890142764
15440,19933,POCONO MTN LAKE EST SECT 5A,52,Pike,Association,Y,N,N,2003/01/01 00:00:00+00,2520058,1439963.98963777,5722.12359084362
15441,19934,CIRCLE GREEN CONDO ASSOCIATION,52,Pike,Association,Y,N,N,2024/02/20 00:00:00+00,2520067,42814.992168955,797.288589773476
15442,18396,RYAN HILL DEVELOPMENT,64,Wayne,Private Investor Owned,Y,N,N,2017/03/07 00:00:00+00,2640050,358962.63299273,3448.53672534041
15443,20257,COUNTRY CORNER RV PARK,43,Mercer,Mobile Home Park,Y,N,N,2008/04/09 00:00:00+00,6430063,102227.688506375,1490.55532326932
15444,20238,EASTBROOK APT,37,Lawrence,Apartments,Y,N,N,2003/01/01 00:00:00+00,6370049,1946.35035707,191.560600973658
15445,68505,VA HEALTHCARE SYSTEM HEINZ,02,Allegheny,Institutional Health,N,N,Y,,5020031,89448.69201942,1290.39026966884
15446,20516,MAJORS MHP,37,Lawrence,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6370016,203812.926236225,1750.9064035001
15447,18842,PA AMER WATER CO PENN DIST,06,Berks,Private Investor Owned,Y,N,Y,2024/03/05 00:00:00+00,3060069,57210960.077782,84235.5458710476
15448,19994,COUNTRY VIEW MHP,06,Berks,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3060048,40575.07160259,1185.19761899062
15449,18980,HIDDEN VIEW ESTS,14,Centre,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,4140048,145514.253140025,1570.35500191267
15450,18991,MADISONBURG WATER WORKS,14,Centre,Municipal,Y,N,N,2014/03/03 00:00:00+00,4140111,1089281.19128524,6933.83012364003
15451,20512,WYNWOOD HOUSE AT SALEM HILL,14,Centre,Institutional Health,Y,N,N,2003/01/01 00:00:00+00,4140127,4152.78855415,280.517106831846
15452,19102,US ARMY GARRISON CARLISLE BARR,21,Cumberland,Institutional Military,Y,N,Y,2003/01/01 00:00:00+00,7210010,3061316.53915246,9135.98549842161
15453,19163,WAYNESBORO BORO MUNI AUTH,28,Franklin,Authority,Y,Y,N,2024/03/06 00:00:00+00,7280032,27828328.144189,42924.8110084813
15454,20302,STATE LINE MHP,28,Franklin,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7280015,59943.374546435,1028.55684683426
15455,19686,CORRY CITY WATER DEPT,25,Erie,Authority,Y,N,N,2015/04/17 00:00:00+00,6250012,29002776.95608,51209.8807735535
15456,18414,BIG SPRING TERRACE MHP,21,Cumberland,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7210039,252224.20995682,2220.26418738186
15457,18706,LITTLESTOWN MUNI WATER AUTH,01,Adams,Authority,Y,N,N,2018/03/26 00:00:00+00,7010022,8893339.42326209,13347.1819490166
15458,18710,BIGLERVILLE BORO WATER CO,01,Adams,Municipal,Y,N,N,2021/02/10 00:00:00+00,7010020,3162473.22031588,14692.0362546259
15459,18290,AQUA PA SHICKSHINNY LAKE,40,Luzerne,Private Investor Owned,Y,N,N,2015/03/18 00:00:00+00,2400029,2724077.50716676,14973.9560251907
15460,20506,MOUNTAIN CREST DEVELOPMENT,64,Wayne,Private Investor Owned,Y,N,N,2017/03/07 00:00:00+00,2640056,135271.408347435,1563.55937525524
15461,19214,GREEN TWP MUNI AUTH COMMODORE,32,Indiana,Authority,Y,N,Y,2016/04/05 00:00:00+00,5320011,506374.931306735,4150.03177331694
15462,18817,MT PENN BORO MUNI AUTH,06,Berks,Municipal,Y,N,N,2003/01/01 00:00:00+00,3060082,9015296.31131331,22325.8625136547
15463,20081,ORCHARD HILLS APT,34,Juniata,Apartments,Y,N,N,2015/03/26 00:00:00+00,4340017,506816.141964985,2921.37094141101
15464,19694,CRANESVILLE BORO,25,Erie,Municipal,N,N,Y,2003/01/01 00:00:00+00,6250078,404305.60455634,2560.56778620934
15465,20045,BROOKWOOD COUNTRYSIDE COMM,05,Bedford,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,4050004,129625.21570929,1700.04095120008
15466,20063,NITTANY GROVE MHP,14,Centre,Mobile Home Park,Y,N,N,2024/02/28 00:00:00+00,4140057,180761.52016213,1832.88724183341
15467,19432,SCHWENKSVILLE BORO AUTH,46,Montgomery,Authority,Y,N,Y,2015/03/30 00:00:00+00,1460042,5570083.24901008,34462.7316022902
15468,18732,CORAOPOLIS WATER AND SEWER AUTHORITY,02,Allegheny,Authority,N,Y,Y,2022/02/07 00:00:00+00,5020010,5971781.84687953,13403.2924276376
15469,59979,RAYBURN TWP JT MUNI AUTH,03,Armstrong,Authority,N,N,Y,2017/07/26 00:00:00+00,5030020,3873133.26637921,47595.4809690638
15470,20237,WOODMERE ESTATES GARDNER,37,Lawrence,Mobile Home Park,Y,N,N,2015/03/24 00:00:00+00,6370047,64043.754642435,1033.98505349262
15471,20334,HILLTOP ACRES MHP,36,Lancaster,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7360075,62634.692044065,1561.12425126916
15472,20335,MT HOPE NAZARENE RETIREMENT COMM,36,Lancaster,Institutional Health,Y,N,N,2003/01/01 00:00:00+00,7360077,36072.014586615,796.606055216944
15473,18836,MAXATAWNY TWP MUNI AUTH,06,Berks,Authority,Y,N,N,2003/01/01 00:00:00+00,3060013,1085222.61655519,7786.21336513124
15474,18985,HOWARD BORO WATER CO,14,Centre,Municipal,Y,N,N,2015/03/31 00:00:00+00,4140080,5258732.56902319,10768.6589639804
15475,19051,CROFT WATER SUPPLY ASSN,17,Clearfield,Association,Y,Y,N,2003/01/01 00:00:00+00,6170010,97321.10495432,1479.79481312819
15476,19234,RICHFIELD AREA JOINT AUTH,34,Juniata,Authority,Y,N,N,2016/03/22 00:00:00+00,4340009,1789793.24567948,16422.3860389225
15477,19259,ADAMSTOWN BORO WATER SYS,36,Lancaster,Municipal,Y,N,N,2022/03/31 00:00:00+00,7360001,6060962.8635622,11141.4669382703
15478,20278,EASTERN CUMBERLAND WATER SYS,01,Adams,Private Investor Owned,Y,N,N,2018/06/27 00:00:00+00,7010044,145461.400985245,1672.28689327854
15479,20317,DRUMORE MHP,36,Lancaster,Mobile Home Park,Y,N,N,2023/02/27 00:00:00+00,7360019,17876.80992897,520.357791836952
15480,20153,AUTUMN GROVE CARE CTR,10,Butler,Institutional Health,Y,N,N,2015/03/23 00:00:00+00,5100045,1962.081731025,269.557613407927
15481,19266,EAST DONEGAL TWP MUNI AUTH,36,Lancaster,Authority,Y,N,N,2024/02/23 00:00:00+00,7360083,6129149.22685717,22562.9584376068
15482,19881,EVERGREEN ESTATES MHP,40,Luzerne,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2400049,63765.405646415,1026.04029056917
15483,18154,AQUA PA APPLEWOOD,40,Luzerne,Private Investor Owned,Y,N,N,2015/02/05 00:00:00+00,2400083,126590.29031725,1306.60055515974
15484,18341,MAPLE LANE MHP,40,Luzerne,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2400055,93114.80303555,1260.09939953018
15485,18352,COUNTRY VILLAGE MHP,40,Luzerne,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2400041,44763.730474385,1268.18522890543
15486,18381,LAUREL RUN ESTATES MHP,40,Luzerne,Mobile Home Park,Y,N,N,2024/02/20 00:00:00+00,2400034,290817.59614734,2611.39198164821
15487,18590,FRITZINGERTOWN SR LIV COMM 2,40,Luzerne,Institutional Health,Y,N,N,2024/02/20 00:00:00+00,2400139,7225.125933795,342.354003963609
15488,18343,ECUMENICAL ENTERPRISES INC MEADOWS COMPLEX,40,Luzerne,Institutional Health,Y,N,Y,2003/01/01 00:00:00+00,2400115,187765.734815095,2061.46078728596
