_id,parcel_id,address,zip_code,owner,property_type,create_date,latest_inspection_result,latest_inspection_score,record_number,inspection_status,latitude,longitude,neighborhood,council_district,ward
80119,0024G00076000000,No primary address specified,15212,PENN PIONEER ENTERPRISES LLC,Condemned/Dead End Property,2022-10-03,Pass,0,0024G00076000000,Active,40.4593484013,-79.9904814824,Spring Garden,1,24
80120,0015M00313000000,No primary address specified,15210,WATKINS GREGORY L & KIMBERLY R (W),Condemned/Dead End Property,2024-03-01,Pass,0,0015M00313000000,Active,40.4164023077,-80.0033353605,Beltzhoover,3,18
80121,0083E00007000000,No primary address specified,15206,BUTLER-FRAZIER MARLENE,Condemned/Dead End Property,2020-08-28,Pass,0,0083E00007000000,Active,40.4683838211,-79.9324511363,Garfield,9,11
80122,0013K00196000000,"2126 SPRING ST, Pittsburgh, 15210",15210,GOODNOW JESSICA E,Condemned/Dead End Property,2025-07-29,Fail,2,0013K00196000000,Active,40.4163325496,-79.9763557307,Arlington,3,16
80123,0025S00173000A00,"2904 WHITE ST, Pittsburgh, 15219",15219,LANELIVING MANGEMENT LLC,Condemned/Dead End Property,2020-08-20,Fail,2,0025S00173000A00,Active,40.4532768096,-79.9679502108,Bedford Dwellings,6,5
80124,0175H00046000000,No primary address specified,15221,PETTIGREW VIRGINIA,Condemned/Dead End Property,2020-10-19,Pass,0,0175H00046000000,Active,40.4488508509,-79.8869200451,Homewood South,9,13
80125,0174R00045000000,"720 N BRADDOCK AVE, Pittsburgh, 15208",15221,PAYNE ANDRE M,Condemned/Dead End Property,2020-08-25,Fail,2,0174R00045000000,Active,40.4546509867,-79.8903057397,Homewood South,9,13
80126,0174R00045000000,"720 N BRADDOCK AVE, Pittsburgh, 15208",15221,PAYNE ANDRE M,Condemned/Dead End Property,2026-03-23,,,0174R00045000000,Active,40.4546509867,-79.8903057397,Homewood South,9,13
80127,0047G00084000000,"2118 ROCKLEDGE ST, Pittsburgh, PA 15212",15212,CITY OF PITTSBURGH,Condemned/Dead End Property,2021-07-28,Fail,2,0047G00084000000,Active,40.4679907005,-79.9900797595,Spring Hill-City View,1,26
80128,0014R00023000000,No primary address specified,15210,TUREK ANNA L,Condemned/Dead End Property,2020-11-04,Pass,0,0014R00023000000,Active,40.4160970376,-79.989423456,Knoxville,3,30
80129,0044H00233000000,"2674 CALIFORNIA AVE, Pittsburgh, 15212",15212,CHANDRAN REALTY INC,Condemned/Dead End Property,2023-01-18,Pass,0,0044H00233000000,Active,40.4675842954,-80.0348199565,Marshall-Shadeland,6,27
80130,0035E00158000000,"849 COAST AVE, Pittsburgh, PA 15216",15216,SCHULTER JOSEPH A,Condemned/Dead End Property,2024-06-07,Fail,2,0035E00158000000,Active,40.4091529696,-80.0306784063,Beechview,2,20
80131,0047E00052000000,No primary address specified,15212,GILL JOHN,Condemned/Dead End Property,2025-07-22,Pass,0,0047E00052000000,Active,40.4688066003,-79.9986362104,Spring Hill-City View,1,26
80132,0014J00030000000,No primary address specified,15210,YOPP JOHN ARTOS,Condemned/Dead End Property,2022-08-03,Pass,0,0014J00030000000,Active,40.4169745148,-79.9959868304,Knoxville,3,30
80133,0125B00331000000,No primary address specified,15206,FORBES CENTER REALTY LLC,Condemned/Dead End Property,2022-07-07,Pass,0,0125B00331000000,Active,40.4606554657,-79.9087441187,Larimer,9,12
80134,0076N00024000A00,"2 DAVIS Row, Pittsburgh, 15212",15212,ROACH JOHN F & FRANCES,Condemned/Dead End Property,2023-07-28,,,0076N00024000A00,Active,40.4741031396,-80.0318497543,Marshall-Shadeland,6,27
80135,0076N00024000A00,"2 DAVIS Row, Pittsburgh, 15212",15212,ROACH JOHN F & FRANCES,Condemned/Dead End Property,2023-07-28,Fail,1,0076N00024000A00,Active,40.4741031396,-80.0318497543,Marshall-Shadeland,6,27
80136,0029C00251000A00,"111 OAKLAND CT, Pittsburgh, 15213",15213,WOODS VIVIAN D,Condemned/Dead End Property,2021-04-12,Pass,0,0029C00251000A00,Active,40.4313113154,-79.9548526127,South Oakland,3,4
80137,0029C00251000A00,"111 OAKLAND CT, Pittsburgh, 15213",15213,WOODS VIVIAN D,Condemned/Dead End Property,2022-04-06,Fail,1,0029C00251000A00,Active,40.4313113154,-79.9548526127,South Oakland,3,4
80138,0050G00236000000,"5155 HILLCREST ST, Pittsburgh, 15224",15224,CITY OF PITTSBURGH,Condemned/Dead End Property,2020-06-17,Fail,2,0050G00236000000,Active,40.4687016498,-79.9402012241,Garfield,9,10
80139,0010R00120000200,No primary address specified,15219,NAPPER WILLIAM & SONDRA BOYER,Condemned/Dead End Property,2021-08-04,Pass,0,0010R00120000200,Active,40.4453971134,-79.9730345845,Middle Hill,6,5
80140,0174J00397000000,"7203 FRANKSTOWN AVE, Pittsburgh, 15208",15208,THOMAS WILLIAM & DARLENE L CALDWELL,Condemned/Dead End Property,2025-12-10,Fail,2,0174J00397000000,Active,40.4575111084,-79.8959514961,Homewood North,9,13
80141,0075M00264000A00,"1402 LECKY AVE, Pittsburgh, 15212",15212,GIBSON LYNN JR,Condemned/Dead End Property,2023-03-13,,,0075M00264000A00,Active,40.475723125,-80.0336953213,Marshall-Shadeland,6,27
80142,0075M00264000A00,"1402 LECKY AVE, Pittsburgh, 15212",15212,GIBSON LYNN JR,Condemned/Dead End Property,2023-03-13,Fail,1,0075M00264000A00,Active,40.475723125,-80.0336953213,Marshall-Shadeland,6,27
80143,0022B00046000000,"1225 SUCCESS ST, Pittsburgh, 15212",15212,TALARICO JOHN A & MARGARET M,Condemned/Dead End Property,2020-07-21,Fail,2,0022B00046000000,Active,40.4624466345,-80.0258316405,California-Kirkbride,6,21
80144,0022B00046000000,"1225 SUCCESS ST, Pittsburgh, 15212",15212,TALARICO JOHN A & MARGARET M,Condemned/Dead End Property,2021-09-10,Pass,0,0022B00046000000,Active,40.4624466345,-80.0258316405,California-Kirkbride,6,21
80145,0124H00246000000,"1244 MONTEZUMA ST, Pittsburgh, 15206",15206,"",Condemned/Dead End Property,2020-08-14,Fail,2,0124H00246000000,Active,40.4681332604,-79.9015130955,Lincoln-Lemington-Belmar,9,12
80146,0124H00246000000,"1244 MONTEZUMA ST, Pittsburgh, 15206",15206,"",Condemned/Dead End Property,2024-04-10,Pass,0,0124H00246000000,Active,40.4681332604,-79.9015130955,Lincoln-Lemington-Belmar,9,12
80147,0024E00185000000,"835 VISTA ST, Pittsburgh, 15212",15212,TLC2 PROPERTIES LLC,Condemned/Dead End Property,2020-09-10,Fail,1,0024E00185000000,Active,40.4582316795,-79.9970343502,East Allegheny,1,23
80148,0046B00092000000,"2522 PERRYSVILLE AVE, Pittsburgh, 15214",15214,HAMPTON MICHAEL,Condemned/Dead End Property,2020-09-08,Fail,1,0046B00092000000,Active,40.4703133362,-80.0080274667,Perry South,6,26
80149,0095K00233000000,"2230 LUCINA AVE, Pittsburgh, 15210",15210,"",Condemned/Dead End Property,2022-10-26,Pass,0,0095K00233000000,Active,40.3882047147,-79.9926695158,Overbrook,4,32
80150,0046N00243000000,"2112 WILSON AVE, Pittsburgh, PA 15214",15214,ASTARB JOHN,Condemned/Dead End Property,2020-09-10,Fail,2,0046N00243000000,Active,40.4641241783,-80.0121481242,Perry South,6,25
80151,0077P00171000000,"2648 VETERAN ST, Pittsburgh, 15214",15214,ZHANG LI,Condemned/Dead End Property,2020-09-09,Fail,2,0077P00171000000,Active,40.4722205051,-80.0091910892,Perry South,6,26
80152,0077P00171000000,"2648 VETERAN ST, Pittsburgh, 15214",15214,ZHANG LI,Condemned/Dead End Property,2023-12-11,Pass,0,0077P00171000000,Active,40.4722205051,-80.0091910892,Perry South,6,26
80153,0010G00070000000,"2612 WEBSTER AVE, Pittsburgh, 15219",15219,"",Condemned/Dead End Property,2023-02-28,Fail,1,0010G00070000000,Active,40.4502949687,-79.9705483488,Middle Hill,6,5
80154,0020R00090000100,"921 CHARTIERS AVE, Pittsburgh, 15220",15220,HOME 4 U PGH LLC,Condemned/Dead End Property,2023-04-17,Fail,1,0020R00090000100,Active,40.4435389115,-80.0405168922,Elliott,2,20
80155,0077P00313000000,No primary address specified,15214,WUNDERLY WILLIAM L,Condemned/Dead End Property,2026-01-20,Pass,0,0077P00313000000,Active,40.4724810498,-80.0109698232,Perry South,6,26
80156,0046A00044000000,"2645 LELAND ST, Pittsburgh, 15214",15214,BROWN DOYLE E,Condemned/Dead End Property,2020-09-03,Fail,2,0046A00044000000,Active,40.4719117273,-80.0128308921,Perry South,6,26
80157,0046A00044000000,"2645 LELAND ST, Pittsburgh, 15214",15214,BROWN DOYLE E,Condemned/Dead End Property,2024-03-18,Pass,0,0046A00044000000,Active,40.4719117273,-80.0128308921,Perry South,6,26
80158,0004J00041000000,"504 GRACE ST, Pittsburgh, 15211",15211,"",Condemned/Dead End Property,2024-06-04,Fail,2,0004J00041000000,Active,40.4280308066,-80.01504873,Mount Washington,2,19
80159,0056F00247000000,"222 FLOWERS AVE, Pittsburgh, PA 15207",15207,OCHOA JOSE,Condemned/Dead End Property,2020-08-28,Fail,1,0056F00247000000,Active,40.4102755772,-79.9417141809,Hazelwood,5,15
80160,0020L00262000000,No primary address specified,15220,KELLEY DREWANDA,Condemned/Dead End Property,2021-05-05,Pass,0,0020L00262000000,Active,40.4456627833,-80.0392890862,Elliott,2,20
80161,0060L00096000000,"111 W CHERRYHILL ST, Pittsburgh, 15210",15210,ROBERTS KENNETH M,Condemned/Dead End Property,2025-05-13,Fail,2,0060L00096000000,Active,40.3976019569,-79.9902175016,Carrick,4,29
80162,0027B00319000000,"914 CHEROKEE ST, Pittsburgh, 15219",15219,URBAN REDEVELOPMENT AUTHORITY OFPITTSBURGH,Condemned/Dead End Property,2020-08-10,Fail,2,0027B00319000000,Active,40.4506172308,-79.9588592342,Upper Hill,6,5
80163,0002F00330000000,"704 WATSON ST, Pittsburgh, PA 15282",15219,DUQUESNE UNIVERSITY OF THE HOLY GHOST,Condemned/Dead End Property,2025-03-27,Fail,1,0002F00330000000,Active,40.4381754377,-79.9931684108,Bluff,6,1
80164,0174A00062000000,"7142 MOUNT VERNON ST, Pittsburgh, 15208",15208,"",Condemned/Dead End Property,2020-09-04,Fail,2,0174A00062000000,Active,40.4614415629,-79.8956133299,Homewood North,9,13
80165,0174A00062000000,"7142 MOUNT VERNON ST, Pittsburgh, 15208",15208,"",Condemned/Dead End Property,2024-03-01,Pass,0,0174A00062000000,Active,40.4614415629,-79.8956133299,Homewood North,9,13
80166,0023G00060000000,"1413 BOYLE ST, Pittsburgh, 15212",15212,HODNETT FREDDIE,Condemned/Dead End Property,2020-08-24,Fail,1,0023G00060000000,Active,40.4578343187,-80.0066708184,Central Northside,1,25
80167,0070H00037000000,No primary address specified,15204,JARECKI LEO R,Condemned/Dead End Property,2020-12-03,Pass,0,0070H00037000000,Active,40.449704933,-80.067695746,Windgap,2,28
80168,0056L00245000000,"5041 GLENWOOD AVE, Pittsburgh, 15207",15207,"",Condemned/Dead End Property,2020-07-29,Fail,2,0056L00245000000,Active,40.4079492673,-79.939672859,Hazelwood,5,15
80169,0056L00245000000,"5041 GLENWOOD AVE, Pittsburgh, 15207",15207,"",Condemned/Dead End Property,2024-05-30,Fail,1,0056L00245000000,Active,40.4079492673,-79.939672859,Hazelwood,5,15
80170,0010M00024000000,No primary address specified,15219,WALKER THOMAS W & MABLE (W),Condemned/Dead End Property,2021-08-04,Pass,0,0010M00024000000,Active,40.4467227536,-79.9700636687,Middle Hill,6,5
80171,0231K00159000000,"8363 BRICELYN ST, Pittsburgh, PA 15221",15221,KESHAS KITCHEN LLC,Condemned/Dead End Property,2023-11-15,Fail,2,0231K00159000000,Active,40.4560651812,-79.8776327697,East Hills,9,13
80172,0014N00226000000,No primary address specified,15210,KIRKPATRICK REMODELING LLC,Condemned/Dead End Property,2020-12-09,Pass,0,0014N00226000000,Active,40.414767458,-79.9954099243,Knoxville,3,30
80173,0014P00074000000,"322 ZARA ST, Pittsburgh, 15210",15210,BEY NABILA A,Condemned/Dead End Property,2020-09-10,Fail,2,0014P00074000000,Active,40.4155487124,-79.9941834542,Knoxville,3,30
80174,0056L00287000000,"5019 STEELE CT, Pittsburgh, 15207",15207,KUC LINDA,Condemned/Dead End Property,2024-03-08,Fail,2,0056L00287000000,Active,40.408931016,-79.9393922737,Hazelwood,5,15
80175,0013J00134000000,"1825 WAITE ST, Pittsburgh, 15210",15210,YOCHUM DORIS M,Condemned/Dead End Property,2020-09-10,Fail,2,0013J00134000000,Active,40.4173599002,-79.9794564083,Arlington,3,16
80176,0013J00134000000,"1825 WAITE ST, Pittsburgh, 15210",15210,YOCHUM DORIS M,Condemned/Dead End Property,2023-08-09,Fail,1,0013J00134000000,Active,40.4173599002,-79.9794564083,Arlington,3,16
80177,0026N00294000000,"3338 AJAX ST, Pittsburgh, 15213",15213,FELT VERA,Condemned/Dead End Property,2024-03-15,Fail,3,0026N00294000000,Active,40.455146158,-79.9646516448,Upper Hill,6,5
80178,0026N00294000000,"3338 AJAX ST, Pittsburgh, 15213",15213,FELT VERA,Condemned/Dead End Property,2025-09-30,Fail,1,0026N00294000000,Active,40.455146158,-79.9646516448,Upper Hill,6,5
80179,0023D00108000000,"6 EDENVALE ST, Pittsburgh, 15212",15212,CITY OF PITTSBURGH,Condemned/Dead End Property,2022-04-06,Fail,2,0023D00108000000,Active,40.4612850409,-80.0029333735,Fineview,1,25
80180,0003M00028000000,"1515 SARAH ST, Pittsburgh, 15203",15203,"",Condemned/Dead End Property,2026-03-11,Pass,0,0003M00028000000,Active,40.427759143,-79.9829591684,South Side Flats,3,17
80181,0044D00026000000,"1414 ECKERT ST, Pittsburgh, 15212",15212,SAITTA LAWRENCE A & LINDA F (W),Condemned/Dead End Property,2026-04-02,Fail,1,0044D00026000000,Active,40.4716407075,-80.0329428833,Marshall-Shadeland,6,27
80182,0046F00034000000,"36 KENWOOD AVE, Pittsburgh, PA 15214",15214,MCLAUGHLIN JOHN D & YVONNA (W),Condemned/Dead End Property,2026-02-23,Pass,0,0046F00034000000,Active,40.4693890087,-80.0103706606,Perry South,6,26
80183,0174K00342000B00,"7310 BENNETT ST, Pittsburgh, 15208",15208,R T HOMEWOOD LLC,Condemned/Dead End Property,2020-08-24,Fail,2,0174K00342000B00,Active,40.455686976,-79.8941302666,Homewood South,9,13
80184,0174L00318000000,"7606 RACE ST, Pittsburgh, 15208",15208,"",Condemned/Dead End Property,2025-06-04,Pass,0,0174L00318000000,Active,40.4571820393,-79.8891364725,Homewood North,9,13
80185,0124G00136000000,"6344 DEAN ST, Pittsburgh, 15206",15206,MCCALLA JOANIE L & CHRISTOPHER (H),Condemned/Dead End Property,2020-08-27,Fail,2,0124G00136000000,Active,40.469479116,-79.9066306048,Lincoln-Lemington-Belmar,9,12
80186,0010D00281000B00,No primary address specified,15219,JOINER PIERCE W JR,Condemned/Dead End Property,2021-02-17,Pass,0,0010D00281000B00,Active,40.4504088683,-79.9675359508,Middle Hill,6,5
80187,0184N00232000000,"1151 MARGRAY ST, Pittsburgh, PA 15207",15207,ROWE ROY,Condemned/Dead End Property,2020-09-04,Fail,1,0184N00232000000,Active,40.3673350388,-79.9154943378,Lincoln Place,5,31
80188,0057C00343000000,"240 RENOVA ST, Pittsburgh, 15207",15207,CITY OF PITTSBURGH,Condemned/Dead End Property,2024-02-16,Fail,2,0057C00343000000,Active,40.4019045869,-79.9373376879,Hazelwood,5,15
80189,0077P00322000000,"2655 ELLIS ST, Pittsburgh, PA 15214",15214,GARCIA JOSE GATICA,Condemned/Dead End Property,2024-05-22,Fail,1,0077P00322000000,Active,40.4722197775,-80.011417355,Perry South,6,26
80190,0026P00184000000,"828 ADELAIDE ST, Pittsburgh, 15219",15219,YEUNG DENNIS,Condemned/Dead End Property,2023-02-15,Fail,3,0026P00184000000,Active,40.4532905068,-79.9585147671,Upper Hill,6,5
80191,0046P00387000000,No primary address specified,15214,STRATTON EDNA MARIE,Condemned/Dead End Property,2025-08-26,Pass,0,0046P00387000000,Active,40.4643297922,-80.0081639556,Fineview,6,25
80192,0033A00244000000,"429 PARKLOW ST, Pittsburgh, 15210",15210,DEFRANCO BRYAN,Condemned/Dead End Property,2020-12-10,Pass,0,0033A00244000000,Active,40.4132305304,-79.996398492,Knoxville,3,30
80193,0033A00244000000,"429 PARKLOW ST, Pittsburgh, 15210",15210,DEFRANCO BRYAN,Condemned/Dead End Property,2023-10-11,Fail,1,0033A00244000000,Active,40.4132305304,-79.996398492,Knoxville,3,30
80194,0019R00035000000,"1159 MCCARTNEY ST, Pittsburgh, 15220",15220,HARTZ RONALD & JAIME (W),Condemned/Dead End Property,2022-05-19,Fail,2,0019R00035000000,Active,40.4355642516,-80.0388042911,Westwood,2,20
80195,0042H00050000000,"3050 MERWYN AVE, Pittsburgh, 15204",15204,BOLLAND JOSEPH P,Condemned/Dead End Property,2021-11-04,Fail,1,0042H00050000000,Active,40.4584581806,-80.0529173283,Sheraden,2,20
80196,0042H00050000000,"3050 MERWYN AVE, Pittsburgh, 15204",15204,BOLLAND JOSEPH P,Condemned/Dead End Property,2022-10-10,Pass,0,0042H00050000000,Active,40.4584581806,-80.0529173283,Sheraden,2,20
80197,0173F00131000000,"1559 WESTMORELAND AVE, Pittsburgh, PA 15206",15206,"",Condemned/Dead End Property,2024-11-21,Pass,0,0173F00131000000,Active,40.4695922247,-79.8931399521,Lincoln-Lemington-Belmar,9,12
80198,0015S00159000000,No primary address specified,15210,BRYANT JOHN & LUCY M (W),Condemned/Dead End Property,2022-11-28,Pass,0,0015S00159000000,Active,40.4142744198,-80.0005786674,Beltzhoover,3,18
80199,0015G00033000000,"156 W WARRINGTON AVE, Pittsburgh, PA 15210",15210,CITY OF PITTSBURGH,Condemned/Dead End Property,2020-08-20,Fail,2,0015G00033000000,Active,40.4205758406,-80.005076009,Beltzhoover,3,18
80200,0124P00288000000,"6504 WINSLOW ST, Pittsburgh, 15206",15206,CITY OF PITTSBURGH,Condemned/Dead End Property,2020-08-13,Fail,2,0124P00288000000,Active,40.4625990077,-79.91014775,Larimer,9,12
80201,0020K00028000000,"1225 CHARTIERS AVE, Pittsburgh, PA 15220",15220,CITY OF PITTSBURGH,Condemned/Dead End Property,2020-08-27,Fail,2,0020K00028000000,Active,40.4460462068,-80.0445324003,Crafton Heights,2,20
80202,0026K00078000000,No primary address specified,15213,HARP ROSA MAE,Condemned/Dead End Property,2021-08-04,Pass,0,0026K00078000000,Active,40.456682041,-79.961079803,Upper Hill,6,5
80203,0061M00226000000,"63 PETUNIA ST, Pittsburgh, 15210",15210,BARTELL CHARLES J & HELEN C,Condemned/Dead End Property,2026-01-09,Fail,1,0061M00226000000,Active,40.3980459588,-80.0021313903,Brookline,4,32
80204,0174K00365000B00,"704 STERRETT ST, Pittsburgh, 15208",15208,R T HOMEWOOD LLC,Condemned/Dead End Property,2022-04-08,Fail,2,0174K00365000B00,Active,40.4553029754,-79.8945731105,Homewood South,9,13
80205,0174K00365000B00,"704 STERRETT ST, Pittsburgh, 15208",15208,R T HOMEWOOD LLC,Condemned/Dead End Property,2024-05-28,Pass,0,0174K00365000B00,Active,40.4553029754,-79.8945731105,Homewood South,9,13
80206,0125P00087000000,"6801 THOMAS BLVD, Pittsburgh, 15208",15208,THOMAS BLVD PITT LLC,Condemned/Dead End Property,2023-12-06,Fail,1,0125P00087000000,Active,40.4541455593,-79.9086732238,Point Breeze North,9,14
80207,0138B00048000000,"615 OVERBROOK BLVD, Pittsburgh, PA 15210",15227,3230 WAINBELL AVENUE LLC,Condemned/Dead End Property,2024-04-02,Fail,2,0138B00048000000,Active,40.3846992696,-79.9943884717,Overbrook,4,32
80208,0011H00006000000,"3101 TERRACE ST, Pittsburgh, PA 15213",15213,WEBB MARK A & RHONDA (W),Condemned/Dead End Property,2023-03-18,Fail,2,0011H00006000000,Active,40.4402677283,-79.9675637623,West Oakland,6,4
80209,0009M00073000B00,No primary address specified,15219,MAP CONSULTANTS LLC,Condemned/Dead End Property,2021-08-04,Pass,0,0009M00073000B00,Active,40.4474426601,-79.9847851243,Crawford-Roberts,1,2
80210,0054F00176000000,"701 NAYLOR ST, Pittsburgh, 15207",15207,GAULT JASON A & CAROL GAULT,Condemned/Dead End Property,2022-10-21,Pass,0,0054F00176000000,Active,40.4300152873,-79.9427236976,Squirrel Hill South,5,14
80211,0019B00067000000,No primary address specified,15220,LEE JOHN H,Condemned/Dead End Property,2024-08-26,Pass,0,0019B00067000000,Active,40.4415911847,-80.0411832691,Elliott,2,20
80212,0023G00302000000,"1534 FEDERAL ST, Pittsburgh, 15212",15212,SNINSKY RONALD D,Condemned/Dead End Property,2020-08-28,Fail,1,0023G00302000000,Active,40.4591959657,-80.0075704576,Fineview,1,25
80213,0022B00139000000,"1223 MARVISTA ST, Pittsburgh, 15212",15212,"",Condemned/Dead End Property,2020-09-03,Fail,2,0022B00139000000,Active,40.4614316159,-80.0257755451,California-Kirkbride,6,21
80214,0022B00139000000,"1223 MARVISTA ST, Pittsburgh, 15212",15212,"",Condemned/Dead End Property,2023-06-14,Pass,0,0022B00139000000,Active,40.4614316159,-80.0257755451,California-Kirkbride,6,21
80215,0232E00023000000,"534 KARL ST, Pittsburgh, 15221",15221,"",Condemned/Dead End Property,2024-07-18,Pass,0,0232E00023000000,Active,40.4501435966,-79.8827256921,East Hills,9,13
80216,0232E00023000000,"534 KARL ST, Pittsburgh, 15221",15221,"",Condemned/Dead End Property,2024-07-18,Fail,4,0232E00023000000,Active,40.4501435966,-79.8827256921,East Hills,9,13
80217,0173C00126000000,No primary address specified,15206,NICHOLSON ROBERT,Condemned/Dead End Property,2023-07-25,Pass,0,0173C00126000000,Active,40.4701836681,-79.890349176,Lincoln-Lemington-Belmar,9,12
80218,0022H00105000000,"1730 MCCULLOUGH ST, Pittsburgh, 15212",15212,PREININGER JOSEPH F & MARION M,Condemned/Dead End Property,2020-09-04,Fail,2,0022H00105000000,Active,40.4591894649,-80.0168001746,California-Kirkbride,1,25
80219,0022H00105000000,"1730 MCCULLOUGH ST, Pittsburgh, 15212",15212,PREININGER JOSEPH F & MARION M,Condemned/Dead End Property,2023-10-12,Pass,0,0022H00105000000,Active,40.4591894649,-80.0168001746,California-Kirkbride,1,25
80220,0175C00231000000,"7729 TIOGA ST, Pittsburgh, 15208",15221,CREATIVE CONNECTIONS USA LLC,Condemned/Dead End Property,2026-03-05,Fail,2,0175C00231000000,Active,40.4509254017,-79.8887390626,Homewood South,9,13
80221,0075B00085000000,No primary address specified,15212,CINKAN DONALD B & MARY (W),Condemned/Dead End Property,2025-07-29,Pass,0,0075B00085000000,Active,40.4813020571,-80.0437659402,Brighton Heights,1,27
80222,0174B00190000A00,"7204 MOUNT VERNON ST, Pittsburgh, 15208",15208,WELLS ELAYNE D,Condemned/Dead End Property,2025-01-15,Fail,2,0174B00190000A00,Active,40.4611484371,-79.8943093365,Homewood North,9,13
80223,0014E00106000000,"503 CLIMAX ST, Pittsburgh, 15210",15210,CITY OF PITTSBURGH,Condemned/Dead End Property,2020-08-27,Fail,3,0014E00106000000,Active,40.4201571759,-79.998659997,Beltzhoover,3,18
80224,0040G00005000000,"1526 CUMBERLAND ST, Pittsburgh, 15205",15205,DIVILLY SARAH,Condemned/Dead End Property,2022-08-12,Pass,0,0040G00005000000,Active,40.4383075102,-80.0575346028,Crafton Heights,2,28
80225,0010M00083000000,"519 FRANCIS ST, Pittsburgh, 15219",15219,YANG TONY,Condemned/Dead End Property,2021-07-14,Fail,2,0010M00083000000,Active,40.4477326402,-79.9681879799,Middle Hill,6,5
80226,0019C00187000000,"735 JANEWOOD Way, Pittsburgh, 15220",15220,"",Condemned/Dead End Property,2021-02-16,Pass,0,0019C00187000000,Active,40.4418701881,-80.0393354152,Elliott,2,20
80227,0046J00308000000,No primary address specified,15214,BRANDON SHAWN WILLIAM,Condemned/Dead End Property,2023-01-18,Pass,0,0046J00308000000,Active,40.4665187593,-80.0121058031,Perry South,6,26
80228,0116P00242000000,"432 TALCO ST, Pittsburgh, 15214",15214,"",Condemned/Dead End Property,2020-06-04,Fail,2,0116P00242000000,Active,40.4822636718,-80.0090819926,Perry North,1,26
80229,0116P00242000000,"432 TALCO ST, Pittsburgh, 15214",15214,"",Condemned/Dead End Property,2023-08-11,Pass,0,0116P00242000000,Active,40.4822636718,-80.0090819926,Perry North,1,26
80230,0174S00358000000,"709 SINGER PL, Pittsburgh, PA 15221",15221,DVA SERVICES INC,Condemned/Dead End Property,2023-10-19,,,0174S00358000000,Active,40.4532219421,-79.8837441363,East Hills,9,13
80231,0174S00358000000,"709 SINGER PL, Pittsburgh, PA 15221",15221,DVA SERVICES INC,Condemned/Dead End Property,2023-10-19,Fail,2,0174S00358000000,Active,40.4532219421,-79.8837441363,East Hills,9,13
80232,0174S00358000000,"709 SINGER PL, Pittsburgh, PA 15221",15221,DVA SERVICES INC,Condemned/Dead End Property,2026-03-23,,,0174S00358000000,Active,40.4532219421,-79.8837441363,East Hills,9,13
80233,0076J00359000000,"147 LECKY AVE, Pittsburgh, 15212",15212,PRUSKI CHARLES D JR,Condemned/Dead End Property,2025-03-04,Fail,1,0076J00359000000,Active,40.4757408509,-80.0327857863,Marshall-Shadeland,6,27
80234,0060R00298000000,"1935 WESTMONT AVE, Pittsburgh, 15210",15210,BUILD A NEW LIFE,Condemned/Dead End Property,2023-10-16,Fail,3,0060R00298000000,Active,40.3947641148,-79.9874927519,Carrick,4,29
80235,0231F00058000000,No primary address specified,15221,MCBRIDE LEO & JENNIE (W),Condemned/Dead End Property,2026-03-02,,,0231F00058000000,Active,40.4595004183,-79.8764439759,East Hills,9,13
80236,0022A00165000000,No primary address specified,15212,CORELLA GEORGE & EMMA M,Condemned/Dead End Property,2025-07-16,Pass,0,0022A00165000000,Active,40.4620107157,-80.0299957221,California-Kirkbride,6,21
80237,0042P00199000000,"1203 ADON ST, Pittsburgh, 15204",15204,TEETERS TIMOTHY C & SHANNON J (W),Condemned/Dead End Property,2024-08-20,Fail,2,0042P00199000000,Active,40.4529385618,-80.0616927523,Sheraden,2,20
80238,0024C00134000000,"1264 HIGH ST, Pittsburgh, 15212",15212,BIMBO ERIK,Condemned/Dead End Property,2025-05-28,Fail,2,0024C00134000000,Active,40.4614252068,-79.9894098269,Spring Garden,1,24
80239,0174F00165000000,"7240 MONTICELLO ST, Pittsburgh, 15208",15208,EAGLES VIEW REALTY LLC,Condemned/Dead End Property,2021-03-05,Fail,1,0174F00165000000,Active,40.4589088525,-79.893700569,Homewood North,9,13
80240,0029S00115000000,"20 WALDECK ST, Pittsburgh, 15207",15207,SEDLAK THOMAS J & DOLORES BELLE,Condemned/Dead End Property,2020-05-28,Fail,2,0029S00115000000,Active,40.4247849074,-79.9497435403,Hazelwood,5,15
80241,0029S00115000000,"20 WALDECK ST, Pittsburgh, 15207",15207,SEDLAK THOMAS J & DOLORES BELLE,Condemned/Dead End Property,2024-03-20,Pass,0,0029S00115000000,Active,40.4247849074,-79.9497435403,Hazelwood,5,15
80242,0080P00098000000,"177 45TH ST, Pittsburgh, 15201",15201,"",Condemned/Dead End Property,2020-05-19,Fail,1,0080P00098000000,Active,40.4728446418,-79.9598901938,Central Lawrenceville,7,9
80243,0080P00098000000,"177 45TH ST, Pittsburgh, 15201",15201,"",Condemned/Dead End Property,2023-08-10,Pass,0,0080P00098000000,Active,40.4728446418,-79.9598901938,Central Lawrenceville,7,9
80244,0040C00160000000,"510 STRATMORE ST, Pittsburgh, 15205",15205,CITY OF PITTSBURGH,Condemned/Dead End Property,2020-09-10,Fail,2,0040C00160000000,Active,40.4417451964,-80.0568761826,Crafton Heights,2,28
